epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,582.791,1.10718,1.45106,0.59688,0.92326,0.96909,0.96341,0.98951,0.68716,0.96628,0.96061,0.98352,0.55753,1.22015,1.58964,0.57212,0.95501,0.000175775,0.000175775,0.000175775
133,586.99,1.0158,1.39517,0.55758,0.88306,0.96624,0.95945,0.98882,0.68757,0.96343,0.95666,0.98303,0.55014,1.22211,1.5899,0.57363,0.95757,0.0001733,0.0001733,0.0001733
134,591.26,1.07614,1.39145,0.58544,0.89211,0.96931,0.95531,0.98438,0.68294,0.95304,0.96375,0.98064,0.54325,1.22242,1.59681,0.58305,0.96019,0.000170825,0.000170825,0.000170825
135,595.652,1.073,1.43167,0.5644,0.89238,0.96621,0.95857,0.98484,0.68253,0.96089,0.96084,0.98132,0.54708,1.23065,1.59666,0.58512,0.96478,0.00016835,0.00016835,0.00016835
136,599.833,1.11114,1.44695,0.60719,0.89057,0.9794,0.96089,0.98534,0.68724,0.97078,0.95251,0.98111,0.54829,1.22133,1.58597,0.57653,0.9643,0.000165875,0.000165875,0.000165875
137,604.27,1.07833,1.41788,0.57699,0.89662,0.97788,0.9581,0.98881,0.68814,0.97218,0.95251,0.98298,0.55746,1.21141,1.58245,0.5778,0.9634,0.0001634,0.0001634,0.0001634
138,608.578,1.11234,1.41932,0.59535,0.91517,0.97906,0.96089,0.989,0.69265,0.97328,0.95531,0.98267,0.56004,1.2106,1.57689,0.57891,0.96161,0.000160925,0.000160925,0.000160925
139,612.844,1.04773,1.34711,0.56383,0.8948,0.97332,0.96089,0.98444,0.68326,0.96483,0.95251,0.9777,0.55563,1.21425,1.58441,0.57906,0.96297,0.00015845,0.00015845,0.00015845
140,617.205,1.07791,1.47824,0.58571,0.89428,0.96735,0.9581,0.98297,0.67894,0.96171,0.95251,0.97719,0.55151,1.20915,1.5943,0.57463,0.96479,0.000155975,0.000155975,0.000155975
141,621.351,0.99908,1.34389,0.54878,0.89282,0.96888,0.96089,0.98318,0.68249,0.96319,0.95531,0.97731,0.55883,1.2102,1.59584,0.57417,0.96663,0.0001535,0.0001535,0.0001535
142,625.738,1.07674,1.41676,0.55814,0.90886,0.97692,0.95531,0.98434,0.68936,0.96835,0.94693,0.97795,0.55779,1.21044,1.59095,0.56854,0.96602,0.000151025,0.000151025,0.000151025
143,629.918,1.0479,1.3165,0.58373,0.87721,0.97496,0.95531,0.98949,0.68755,0.97437,0.9559,0.9824,0.5593,1.21285,1.59284,0.57107,0.96864,0.00014855,0.00014855,0.00014855
