epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,271.897,1.56675,2.56997,0.62586,0.89706,0.9007,0.80451,0.87508,0.49742,0.82365,0.71304,0.77318,0.29475,1.53319,2.43537,0.62827,0.89672,0.0007031,0.0007031,0.0007031
133,273.888,1.6436,2.55502,0.67765,0.91157,0.90293,0.81391,0.88009,0.49281,0.82055,0.70776,0.75104,0.28018,1.54426,2.43348,0.63017,0.89626,0.0006932,0.0006932,0.0006932
134,275.98,1.65141,2.59139,0.64287,0.88188,0.87334,0.82435,0.881,0.48997,0.80586,0.71478,0.74798,0.28267,1.55558,2.4345,0.62513,0.8982,0.0006833,0.0006833,0.0006833
135,277.983,1.36572,2.14865,0.58188,0.80827,0.89142,0.81913,0.88319,0.48912,0.80005,0.73068,0.76049,0.29746,1.54928,2.41854,0.6229,0.89764,0.0006734,0.0006734,0.0006734
136,279.906,1.54244,2.34226,0.64311,0.89441,0.90554,0.81694,0.88589,0.48729,0.82497,0.73391,0.77208,0.3041,1.54356,2.40515,0.62005,0.89749,0.0006635,0.0006635,0.0006635
137,281.827,1.39542,2.0641,0.58948,0.82193,0.90554,0.81694,0.88589,0.48729,0.82497,0.73391,0.77208,0.3041,1.54356,2.40515,0.62005,0.89749,0.0006536,0.0006536,0.0006536
138,283.899,1.54419,2.25803,0.62348,0.88481,0.89914,0.82167,0.88493,0.48742,0.81003,0.7193,0.75464,0.28579,1.53427,2.3772,0.6211,0.89448,0.0006437,0.0006437,0.0006437
139,286.199,1.43731,2.34196,0.60652,0.89218,0.90462,0.8247,0.88254,0.49117,0.81568,0.70783,0.74633,0.28521,1.52573,2.36676,0.61553,0.89435,0.0006338,0.0006338,0.0006338
140,288.264,1.57838,2.40946,0.61371,0.86768,0.90947,0.82783,0.88589,0.49509,0.8177,0.72548,0.76451,0.29243,1.52091,2.37529,0.61275,0.89474,0.0006239,0.0006239,0.0006239
141,290.285,1.5144,2.25212,0.65867,0.90373,0.9132,0.8234,0.88483,0.49579,0.82184,0.72205,0.76548,0.29454,1.5297,2.37846,0.61364,0.89671,0.000614,0.000614,0.000614
142,292.384,1.56647,2.34506,0.61807,0.87939,0.92283,0.82087,0.88841,0.49319,0.83795,0.74087,0.79136,0.31481,1.54159,2.38893,0.61696,0.89841,0.0006041,0.0006041,0.0006041
143,294.58,1.58063,2.35459,0.64303,0.89041,0.92283,0.82087,0.88841,0.49319,0.83795,0.74087,0.79136,0.31481,1.54159,2.38893,0.61696,0.89841,0.0005942,0.0005942,0.0005942
144,296.692,1.45697,2.27297,0.61357,0.80189,0.93065,0.81217,0.8872,0.49234,0.85073,0.73739,0.786,0.30975,1.53742,2.39602,0.61769,0.89557,0.0005843,0.0005843,0.0005843
145,298.629,1.69379,2.59255,0.64146,0.88928,0.89542,0.8339,0.88406,0.48654,0.83759,0.71652,0.76725,0.29989,1.53565,2.382,0.61737,0.89247,0.0005744,0.0005744,0.0005744
146,300.678,1.42375,2.15907,0.5787,0.8428,0.92079,0.81043,0.8888,0.48442,0.79198,0.74609,0.76133,0.29251,1.53321,2.37059,0.62127,0.8915,0.0005645,0.0005645,0.0005645
147,302.782,1.55018,2.4655,0.63908,0.89405,0.88477,0.84126,0.89312,0.48175,0.79371,0.73217,0.74825,0.28052,1.53621,2.38216,0.61936,0.89393,0.0005546,0.0005546,0.0005546
148,304.656,1.46488,2.30776,0.61387,0.83984,0.88477,0.84126,0.89312,0.48175,0.79371,0.73217,0.74825,0.28052,1.53621,2.38216,0.61936,0.89393,0.0005447,0.0005447,0.0005447
149,306.473,1.43046,2.17386,0.65255,0.82056,0.89836,0.82435,0.888,0.48177,0.82753,0.73433,0.77665,0.29238,1.54894,2.40583,0.62487,0.89687,0.0005348,0.0005348,0.0005348
150,308.384,1.57327,2.38328,0.63538,0.89316,0.87957,0.82957,0.87737,0.48311,0.83191,0.71304,0.76597,0.29038,1.54791,2.4016,0.62472,0.89951,0.0005249,0.0005249,0.0005249
151,310.33,1.5528,2.26175,0.64122,0.88691,0.88178,0.83023,0.8767,0.48359,0.81072,0.73913,0.76831,0.29928,1.55188,2.37657,0.62481,0.89952,0.000515,0.000515,0.000515
152,312.29,1.53944,2.48791,0.62656,0.88096,0.8884,0.83478,0.88234,0.48579,0.7958,0.74554,0.75968,0.29732,1.53961,2.36136,0.61651,0.89672,0.0005051,0.0005051,0.0005051
153,314.063,1.42158,2.14502,0.60174,0.82797,0.8884,0.83478,0.88234,0.48579,0.7958,0.74554,0.75968,0.29732,1.53961,2.36136,0.61651,0.89672,0.0004952,0.0004952,0.0004952
154,316.145,1.41953,2.13748,0.56935,0.80822,0.88191,0.84421,0.88689,0.48481,0.78387,0.73798,0.75205,0.29464,1.53673,2.35313,0.61064,0.89369,0.0004853,0.0004853,0.0004853
155,317.996,1.52424,2.39682,0.63688,0.89152,0.8809,0.84348,0.88523,0.48225,0.77937,0.73565,0.74459,0.29341,1.53841,2.35153,0.60874,0.89407,0.0004754,0.0004754,0.0004754
156,319.896,1.4964,2.31793,0.63364,0.90858,0.87559,0.84454,0.88469,0.48635,0.79107,0.73752,0.75573,0.27973,1.53119,2.33993,0.61291,0.89413,0.0004655,0.0004655,0.0004655
157,321.862,1.42642,2.14888,0.58187,0.79007,0.87318,0.85017,0.8879,0.48691,0.76781,0.71311,0.72531,0.26109,1.5449,2.33195,0.62039,0.89519,0.0004556,0.0004556,0.0004556
158,323.735,1.55401,2.35154,0.66587,0.89198,0.86859,0.85391,0.88961,0.494,0.78485,0.71304,0.72076,0.26187,1.54667,2.34033,0.62227,0.89537,0.0004457,0.0004457,0.0004457
159,326.083,1.52107,2.06474,0.6348,0.89736,0.86859,0.85391,0.88961,0.494,0.78485,0.71304,0.72076,0.26187,1.54667,2.34033,0.62227,0.89537,0.0004358,0.0004358,0.0004358
160,328.018,1.49883,2.28113,0.61309,0.87748,0.86964,0.84696,0.89068,0.49191,0.79757,0.72634,0.74269,0.27242,1.55029,2.36591,0.62613,0.89676,0.0004259,0.0004259,0.0004259
161,330.03,1.56537,2.29976,0.60546,0.89051,0.89809,0.82087,0.88625,0.49054,0.80511,0.75437,0.77072,0.29955,1.55101,2.37501,0.61864,0.89833,0.000416,0.000416,0.000416
162,332.192,1.51255,2.18814,0.63993,0.90315,0.87809,0.83928,0.88483,0.48807,0.7873,0.74435,0.75574,0.30688,1.56875,2.39875,0.62155,0.89989,0.0004061,0.0004061,0.0004061
163,334.371,1.41522,2.14501,0.58789,0.82376,0.88303,0.82957,0.88384,0.48769,0.79761,0.7402,0.76473,0.3108,1.57966,2.42013,0.62,0.89944,0.0003962,0.0003962,0.0003962
164,336.313,1.62119,2.32951,0.63089,0.86888,0.88303,0.82957,0.88384,0.48769,0.79761,0.7402,0.76473,0.3108,1.57966,2.42013,0.62,0.89944,0.0003863,0.0003863,0.0003863
165,338.351,1.47078,2.31165,0.60618,0.84009,0.90277,0.82354,0.8861,0.48912,0.80497,0.73217,0.76745,0.31275,1.56312,2.426,0.6114,0.8978,0.0003764,0.0003764,0.0003764
166,340.449,1.54528,2.25846,0.64626,0.87019,0.8857,0.82087,0.88243,0.49048,0.80755,0.70957,0.7631,0.30647,1.56131,2.42376,0.61549,0.89645,0.0003665,0.0003665,0.0003665
167,342.601,1.56058,2.26822,0.60654,0.86535,0.87822,0.8313,0.88891,0.49175,0.80911,0.7003,0.75037,0.29586,1.55373,2.42117,0.61755,0.89454,0.0003566,0.0003566,0.0003566
168,344.584,1.46908,2.23688,0.60893,0.88259,0.87861,0.83082,0.88393,0.49072,0.78618,0.70979,0.73979,0.28751,1.5467,2.40301,0.61709,0.89453,0.0003467,0.0003467,0.0003467
169,346.509,1.48024,2.24679,0.60267,0.77665,0.87861,0.83082,0.88393,0.49072,0.78618,0.70979,0.73979,0.28751,1.5467,2.40301,0.61709,0.89453,0.0003368,0.0003368,0.0003368
170,348.821,1.61931,2.49779,0.6386,0.88794,0.88678,0.82957,0.88495,0.49461,0.78962,0.71803,0.75344,0.29717,1.54153,2.38103,0.61806,0.89419,0.0003269,0.0003269,0.0003269
171,350.78,1.5174,2.40167,0.60801,0.8598,0.89167,0.8303,0.88539,0.49577,0.79612,0.72522,0.76591,0.30277,1.53821,2.35721,0.61548,0.89393,0.000317,0.000317,0.000317
172,352.857,1.45404,2.18181,0.60056,0.88714,0.8961,0.82783,0.88264,0.49662,0.81459,0.72522,0.77238,0.30818,1.53222,2.34503,0.61208,0.89395,0.0003071,0.0003071,0.0003071
